iter	RMSE
606	7.653059534
607	7.652768029
608	7.651361819
609	7.650505966
610	7.649817099
611	7.648628695
612	7.648498512
613	7.647675892
614	7.646850844
615	7.646585064
616	7.645959505
617	7.644868866
618	7.644426629
619	7.642986494
620	7.642289413
621	7.641166654
622	7.638316758
623	7.637490212
624	7.637230518
625	7.636640825
626	7.636431759
627	7.635687426
628	7.635450183
629	7.634105618
630	7.633191663
631	7.63042474
632	7.627970814
633	7.626634803
634	7.626124314
635	7.624959961
636	7.623548718
637	7.621506095
638	7.620825958
639	7.618376845
640	7.617434505
641	7.615544528
642	7.614485994
643	7.61376018
644	7.612042847
645	7.611659966
646	7.611423307
647	7.609478588
648	7.609286233
649	7.608044443
650	7.606931405
651	7.606781591
652	7.606482602
653	7.606034524
654	7.605292022
655	7.604902282
656	7.604305421
657	7.604018174
658	7.603438958
659	7.602926529
660	7.602513847
661	7.601746475
662	7.599156932
663	7.598217673
664	7.597185477
665	7.596754357
666	7.595166658
667	7.594740204
668	7.594257921
669	7.593261949
670	7.592528622
671	7.591509509
672	7.591088651
673	7.590601855
674	7.590250847
675	7.589797806
676	7.58843283
677	7.587905856
678	7.586879277
679	7.586412612
680	7.585963882
681	7.585639312
682	7.585210092
683	7.583574366
684	7.582591312
685	7.582379426
686	7.581965357
687	7.581711919
688	7.580967201
689	7.578885833
690	7.578182556
691	7.577090683
692	7.576377174
693	7.575601495
694	7.575411293
695	7.575059642
696	7.574715056
697	7.573737455
698	7.573258286
699	7.572610209
700	7.572515256
701	7.570984808
702	7.569718519
703	7.569411068
704	7.568544591
705	7.567907681
706	7.566854751
707	7.566339174
708	7.565528673
709	7.565281404
710	7.562885774
711	7.56218284
712	7.561051843
713	7.560921191
714	7.560653
715	7.559327308
716	7.558400111
717	7.557274343
718	7.556697817
719	7.555872556
720	7.555487694
721	7.555208791
722	7.554855306
723	7.554401016
724	7.553308127
725	7.553120013
726	7.552725966
727	7.55200652
728	7.5516601
729	7.550932245
730	7.549994858
731	7.547931141
732	7.547679054
733	7.547214722
734	7.546691057
735	7.544778387
736	7.544444555
737	7.542776847
738	7.541615412
739	7.541301621
740	7.541123084
741	7.540755857
742	7.540592854
743	7.540130885
744	7.539936323
745	7.53892975
746	7.537296698
747	7.536861344
748	7.535926555
749	7.535774923
750	7.535612512
751	7.535148273
752	7.534856031
753	7.533572431
754	7.532608788
755	7.532404511
756	7.53183395
757	7.53170766
758	7.530939413
759	7.530065712
760	7.529765759
761	7.529467236
762	7.52878088
763	7.527765694
764	7.52748326
765	7.527086375
766	7.525929063
767	7.524914089
768	7.524544262
769	7.524188963
770	7.523504393
771	7.522107064
772	7.521689227
773	7.520936526
774	7.520796888
775	7.519789079
776	7.519602378
777	7.518908053
778	7.518776397
779	7.517237496
780	7.516880081
781	7.516410146
782	7.516236668
783	7.515511535
784	7.515077315
785	7.514701445
786	7.513684814
787	7.513358583
788	7.512411232
789	7.511755176
790	7.511457269
791	7.511139934
792	7.510927347
793	7.510624415
794	7.510096321
795	7.509921868
796	7.509481002
797	7.509063244
798	7.508920054
799	7.507907963
800	7.507188113
801	7.505869374
802	7.505526885
803	7.50438031
804	7.504164337
805	7.50350644
806	7.502439003
807	7.50111616
808	7.500795199
809	7.500484798
810	7.499647945
811	7.498597827
812	7.498169535
813	7.498046118
814	7.497825772
815	7.497711643
816	7.497302948
817	7.496775913
818	7.495903615
819	7.495698577
820	7.495323611
821	7.49499793
822	7.493708269
823	7.493509741
824	7.493143891
825	7.492402439
826	7.491615687
827	7.490337795
828	7.489865839
829	7.489722362
830	7.488837535
831	7.487499703
832	7.487139405
833	7.486833117
834	7.485490759
835	7.485355355
836	7.485221759
837	7.485067931
838	7.484860128
839	7.484365371
840	7.483690263
841	7.483041509
842	7.482758648
843	7.482555962
844	7.482194724
845	7.481966519
846	7.481488702
847	7.481308223
848	7.481192512
849	7.480773118
850	7.480103215
851	7.479998913
852	7.479865241
853	7.479432509
854	7.479123714
855	7.478482324
856	7.477318218
857	7.477250241
858	7.477052044
859	7.476151544
860	7.47512484
861	7.474386171
862	7.474091054
863	7.473948091
864	7.473478895
865	7.473229528
866	7.47301909
867	7.472425862
868	7.47233108
869	7.471773038
870	7.47158641
871	7.47135108
872	7.471102478
873	7.470585205
874	7.470474171
875	7.470070964
876	7.46958528
877	7.469300211
878	7.468742754
879	7.468348838
880	7.468045729
881	7.46734275
882	7.466627085
883	7.466094686
884	7.465663687
885	7.465417714
886	7.465310268
887	7.464592361
888	7.464403401
889	7.464058143
890	7.463874138
891	7.463423133
892	7.462904935
893	7.462601742
894	7.4621939
895	7.462065043
896	7.4616792
897	7.460931181
898	7.460695138
899	7.460382663
900	7.459581614
901	7.459197695
902	7.458744339
903	7.458454371
904	7.458375347
905	7.457813061
906	7.457244539
907	7.456907948
908	7.456622908
909	7.456081738
910	7.455990143
911	7.455746013
912	7.455701434
913	7.454893412
914	7.453798349
915	7.452712894
916	7.452319701
917	7.451587956
918	7.451197654
919	7.450962254
920	7.450791294
921	7.450714761
922	7.450477272
923	7.450404973
924	7.449584426
925	7.449358457
926	7.448995788
927	7.44839207
928	7.447845756
929	7.447394257
930	7.447184316
931	7.446534119
932	7.446040344
933	7.445860553
934	7.445762677
935	7.445382684
936	7.445265079
937	7.444416192
938	7.443789378
939	7.443581903
940	7.44333528
941	7.442890592
942	7.442613582
943	7.441713146
944	7.44156716
945	7.441467065
946	7.441245835
947	7.440232349
948	7.439489851
949	7.439298378
950	7.439208626
951	7.439042492
952	7.438465134
953	7.43812207
954	7.437812885
955	7.43766979
956	7.437406294
957	7.437262339
958	7.436750695
959	7.43634046
960	7.43579223
961	7.435452646
962	7.435313571
963	7.434953027
964	7.434325755
965	7.43422397
966	7.434110481
967	7.43398222
968	7.433601373
969	7.432967033
970	7.432695211
971	7.432202861
972	7.432082611
973	7.43192698
974	7.431664725
975	7.431190627
976	7.4307825
977	7.430450062
978	7.430213099
979	7.430152759
980	7.429868174
981	7.429634008
982	7.429281862
983	7.429219906
984	7.42916538
985	7.429054892
986	7.428528254
987	7.428333333
988	7.427382665
989	7.427267962
990	7.426999495
991	7.426889476
992	7.426576818
993	7.426440027
994	7.426246847
995	7.425744849
996	7.425400527
997	7.425144291
998	7.424836632
999	7.424605557
